timestamp,cpu_sistema,memoria_total_mb,memoria_percent,django_cpu,django_mem_mb,celery_cpu,celery_mem_mb
17:07:30,31,5001,63.0,3.17,202.5,0.61,546.2
17:07:40,25,5184,65.3,1.31,202.5,0.61,546.2
17:07:50,27,5161,65.0,2.99,202.5,0.59,546.2
17:08:00,35,5020,63.2,3.84,202.5,0.62,546.2
