timestamp,cpu_sistema,memoria_total_mb,memoria_percent,django_cpu,django_mem_mb,celery_cpu,celery_mem_mb
16:35:36,29,4956,62.4,3.11,202.5,0.29,545.6
16:35:45,25,5163,65.0,1.77,202.5,0.46,545.6
16:35:58,26,5119,64.5,2.92,202.5,1.15,545.6
16:36:11,26,5084,64.0,3.59,202.5,1.17,545.6
16:36:25,24,5080,64.0,4.21,202.5,0.49,545.6
