timestamp,cpu_sistema,memoria_total_mb,memoria_percent,django_cpu,django_mem_mb,celery_cpu,celery_mem_mb
16:48:51,23,5048,63.6,3.16,202.6,1.08,546
16:49:02,25,5203,65.5,3.18,202.6,0.98,546
16:49:14,30,5194,65.4,2.96,202.6,1.76,546
16:49:27,26,5167,65.1,2.55,202.6,1.24,546
16:49:39,29,5049,63.6,3.08,202.6,1.78,546
16:49:51,26,5052,63.6,3.03,202.6,1.06,546
