timestamp,cpu_sistema,memoria_total_mb,memoria_percent,django_cpu,django_mem_mb,celery_cpu,celery_mem_mb
16:17:27,29,4994,62.9,3.17,202.5,0.22,539.8
16:17:35,26,4934,62.1,3.01,202.4,0.34,539.8
16:17:48,29,4836,60.9,3.13,202.5,0.35,544.9
16:18:01,26,4826,60.8,3.05,202.5,0.40,544.9
16:18:13,28,4844,61.0,2.62,202.5,0.23,544.9
16:18:25,30,4833,60.9,2.98,202.5,0.31,544.9
16:18:37,31,4840,61.0,2.89,202.5,0.23,544.9
