timestamp,cpu_sistema,memoria_total_mb,memoria_percent,django_cpu,django_mem_mb,celery_cpu,celery_mem_mb
16:38:05,27,4872,61.4,3.06,202.5,1.28,545.6
16:38:14,27,4865,61.3,3.36,202.6,1.46,545.7
16:38:28,26,4886,61.5,3.08,202.6,0.91,545.7
16:38:41,24,5113,64.4,3.03,202.6,0.27,545.7
16:38:54,27,5069,63.8,3.08,202.6,1.24,545.7
16:39:07,23,4918,61.9,3.20,202.8,0.15,545.7
